          time         x         y         w         h      conf  frame_count
475   9.860000  0.494337  0.471409  0.014914  0.021347  0.774202          493
476   9.880000  0.290099  0.404900  0.009010  0.015942  0.329348          494
477   9.900000  0.290100  0.404902  0.009008  0.015932  0.327897          495
478   9.920000  0.557544  0.469453  0.009835  0.017172  0.759017          496
479   9.940000  0.557544  0.469459  0.009838  0.017171  0.756699          497
480   9.960000  0.563818  0.471063  0.009910  0.016839  0.510374          498
481   9.980000  0.441900  0.460980  0.014523  0.021829  0.765852          499
482  10.000000  0.425242  0.460457  0.014210  0.021076  0.753118          500
483  10.020000  0.425241  0.460452  0.014213  0.021069  0.753178          501
484  10.040000  0.408999  0.460098  0.014461  0.019690  0.754593          502
485  10.060000  0.408997  0.460109  0.014470  0.019700  0.754666          503
486  10.080000  0.393410  0.461841  0.014415  0.022059  0.765576          504
487  10.100000  0.393412  0.461839  0.014421  0.022064  0.765482          505
488  10.120000  0.377925  0.463591  0.014231  0.022635  0.763875          506
489  10.140000  0.377926  0.463591  0.014235  0.022641  0.763790          507
490  10.160000  0.363510  0.466363  0.013765  0.020120  0.738889          508
491  10.180000  0.363505  0.466373  0.013763  0.020130  0.739130          509
492  10.200000  0.349080  0.466527  0.013856  0.021505  0.759809          510
493  10.220000  0.349077  0.466529  0.013853  0.021507  0.759694          511
494  10.240000  0.336162  0.461783  0.013287  0.021564  0.766597          512
495  10.260000  0.336157  0.461786  0.013287  0.021568  0.766791          513
496  10.280000  0.322855  0.458486  0.012888  0.020566  0.731885          514
497  10.300000  0.322860  0.458488  0.012885  0.020559  0.731799          515
498  10.320000  0.310204  0.456853  0.013898  0.020455  0.733011          516
499  10.340000  0.310200  0.456851  0.013892  0.020447  0.733165          517
500  10.360000  0.297149  0.455721  0.012483  0.020076  0.782978          518
501  10.380000  0.297142  0.455730  0.012471  0.020063  0.783027          519
502  10.520000  0.249557  0.455543  0.011867  0.019719  0.738549          526
503  10.540000  0.249559  0.455545  0.011859  0.019710  0.738448          527
504  11.000000  0.245373  0.462611  0.010987  0.020293  0.455370          550
505  11.020000  0.245372  0.462616  0.010996  0.020305  0.456042          551
506  11.040000  0.246396  0.469050  0.011122  0.020359  0.738513          552
507  11.060000  0.246570  0.468874  0.011041  0.020333  0.739299          553
508  11.080000  0.247507  0.474178  0.010958  0.020228  0.711339          554
509  11.100000  0.247932  0.475504  0.010923  0.020164  0.709285          555
510  11.120000  0.249033  0.481333  0.010756  0.020088  0.780220          556
511  11.140000  0.249456  0.482823  0.010686  0.020030  0.780148          557
512  11.160000  0.250971  0.488941  0.010497  0.019209  0.680827          558
513  11.180000  0.251452  0.490474  0.010422  0.018878  0.680010          559
514  11.200000  0.253283  0.501226  0.010583  0.018355  0.384360          560
515  11.220000  0.253281  0.501230  0.010588  0.018353  0.381448          561
516  11.240000  0.253866  0.500449  0.010435  0.017729  0.368621          562
517  11.260000  0.253863  0.500436  0.010437  0.017719  0.364286          563
518  11.280000  0.254725  0.500912  0.010676  0.018723  0.520913          564
519  11.300000  0.254805  0.501152  0.010701  0.018721  0.524917          565
520  11.320000  0.255779  0.501340  0.010699  0.019071  0.658250          566
521  11.340000  0.255867  0.500646  0.010677  0.019165  0.656425          567
522  11.360000  0.256657  0.502484  0.010959  0.019043  0.416758          568
523  11.380000  0.256630  0.502416  0.011054  0.018966  0.417809          569
